Year,Year ending,Police Region,Local Government Area,Victim Reports,"Rate per 100,000 population"
2016,June,Unincorporated Vic, Unincorporated Vic,65,
2016,June,Unincorporated Vic,Total,65,
2015,June,1 North West Metro, Banyule,"3,739","2,965.4"
2015,June,1 North West Metro, Brimbank,"8,835","4,398.6"
2015,June,1 North West Metro, Darebin,"7,143","4,700.1"
2015,June,1 North West Metro, Hobsons Bay,"3,299","3,598.6"
2015,June,1 North West Metro, Hume,"8,447","4,262.4"
2015,June,1 North West Metro, Maribyrnong,"3,841","4,530.4"
2015,June,1 North West Metro, Melbourne,"11,063","8,082.7"
2015,June,1 North West Metro, Melton,"4,955","3,672.7"
2015,June,1 North West Metro, Moonee Valley,"4,389","3,650.5"
2015,June,1 North West Metro, Moreland,"7,529","4,485.0"
2015,June,1 North West Metro, Nillumbik,990,"1,554.8"
2015,June,1 North West Metro, Whittlesea,"6,176","3,137.5"
2015,June,1 North West Metro, Wyndham,"6,377","2,982.5"
2015,June,1 North West Metro, Yarra,"5,843","6,497.8"
2015,June,1 North West Metro,Total,"82,626","4,177.9"
2015,June,2 Eastern, Alpine,141,"1,134.4"
2015,June,2 Eastern, Bass Coast,"1,112","3,413.6"
2015,June,2 Eastern, Baw Baw,"1,254","2,621.4"
2015,June,2 Eastern, Benalla,399,"2,865.8"
2015,June,2 Eastern, Boroondara,"3,811","2,180.8"
2015,June,2 Eastern, East Gippsland,"1,794","3,998.4"
2015,June,2 Eastern, Greater Shepparton,"3,078","4,772.9"
2015,June,2 Eastern, Indigo,206,"1,293.8"
2015,June,2 Eastern, Knox,"4,007","2,524.9"
2015,June,2 Eastern, Latrobe,"4,774","6,428.2"
2015,June,2 Eastern, Manningham,"2,120","1,755.2"
2015,June,2 Eastern, Mansfield,172,"2,016.4"
2015,June,2 Eastern, Maroondah,"2,924","2,587.1"
2015,June,2 Eastern, Mitchell,"1,398","3,472.1"
2015,June,2 Eastern, Moira,635,"2,168.1"
2015,June,2 Eastern, Monash,"4,676","2,471.8"
2015,June,2 Eastern, Murrindindi,299,"2,159.2"
2015,June,2 Eastern, South Gippsland,530,"1,841.5"
2015,June,2 Eastern, Strathbogie,179,"1,759.2"
2015,June,2 Eastern, Towong,85,"1,415.5"
2015,June,2 Eastern, Wangaratta,728,"2,586.8"
2015,June,2 Eastern, Wellington,"1,764","4,086.0"
2015,June,2 Eastern, Whitehorse,"3,789","2,273.2"
2015,June,2 Eastern, Wodonga,"1,429","3,643.3"
2015,June,2 Eastern, Yarra Ranges,"2,886","1,881.5"
2015,June,2 Eastern,Total,"44,190","2,710.6"
2015,June,3 Southern Metro, Bayside,"2,306","2,277.1"
2015,June,3 Southern Metro, Cardinia,"2,505","2,714.0"
2015,June,3 Southern Metro, Casey,"9,163","3,059.1"
2015,June,3 Southern Metro, Frankston,"5,180","3,759.3"
2015,June,3 Southern Metro, Glen Eira,"3,193","2,188.1"
2015,June,3 Southern Metro, Greater Dandenong,"6,490","4,158.6"
2015,June,3 Southern Metro, Kingston,"3,947","2,526.2"
2015,June,3 Southern Metro, Mornington Peninsula,"4,453","2,803.6"
2015,June,3 Southern Metro, Port Phillip,"5,990","5,630.7"
2015,June,3 Southern Metro, Stonnington,"4,587","4,246.1"
2015,June,3 Southern Metro,Total,"47,814","3,269.7"
2015,June,4 Western, Ararat,487,"4,182.4"
2015,June,4 Western, Ballarat,"5,184","5,108.4"
2015,June,4 Western, Buloke,117,"1,855.4"
2015,June,4 Western, Campaspe,"1,289","3,443.9"
2015,June,4 Western, Central Goldfields,439,"3,390.0"
2015,June,4 Western, Colac-Otway,680,"3,203.0"
2015,June,4 Western, Corangamite,286,"1,757.4"
2015,June,4 Western, Gannawarra,203,"1,926.7"
2015,June,4 Western, Glenelg,763,"3,868.8"
2015,June,4 Western, Golden Plains,349,"1,631.8"
2015,June,4 Western, Greater Bendigo,"3,282","2,986.1"
2015,June,4 Western, Greater Geelong,"9,148","3,927.4"
2015,June,4 Western, Hepburn,363,"2,367.3"
2015,June,4 Western, Hindmarsh,82,"1,411.8"
2015,June,4 Western, Horsham,"1,034","5,224.3"
2015,June,4 Western, Loddon,170,"2,257.3"
2015,June,4 Western, Macedon Ranges,812,"1,751.0"
2015,June,4 Western, Mildura,"2,633","4,861.9"
2015,June,4 Western, Moorabool,931,"2,932.5"
2015,June,4 Western, Mount Alexander,348,"1,851.7"
2015,June,4 Western, Moyne,295,"1,778.1"
2015,June,4 Western, Northern Grampians,390,"3,349.4"
2015,June,4 Western, Pyrenees,254,"3,538.1"
2015,June,4 Western, Queenscliffe,78,"2,659.4"
2015,June,4 Western, Southern Grampians,444,"2,747.2"
2015,June,4 Western, Surf Coast,647,"2,184.0"
2015,June,4 Western, Swan Hill,770,"3,685.4"
2015,June,4 Western, Warrnambool,"1,121","3,296.6"
2015,June,4 Western, West Wimmera,47,"1,182.7"
2015,June,4 Western, Yarriambiack,133,"1,948.4"
2015,June,4 Western,Total,"32,779","3,446.2"
2015,June,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,562,
2015,June,Justice Institutions and Immigration Facilities,Total,562,
2015,June,Unincorporated Vic, Unincorporated Vic,82,
2015,June,Unincorporated Vic,Total,82,
2014,June,1 North West Metro, Banyule,"4,178","3,339.5"
2014,June,1 North West Metro, Brimbank,"8,634","4,350.3"
2014,June,1 North West Metro, Darebin,"7,413","4,958.2"
2014,June,1 North West Metro, Hobsons Bay,"3,329","3,681.8"
2014,June,1 North West Metro, Hume,"7,832","4,094.6"
2014,June,1 North West Metro, Maribyrnong,"4,037","4,895.5"
2014,June,1 North West Metro, Melbourne,"10,854","8,481.3"
2014,June,1 North West Metro, Melton,"4,881","3,774.7"
2014,June,1 North West Metro, Moonee Valley,"3,972","3,372.9"
2014,June,1 North West Metro, Moreland,"7,075","4,311.4"
2014,June,1 North West Metro, Nillumbik,948,"1,494.5"
2014,June,1 North West Metro, Whittlesea,"6,470","3,443.3"
2014,June,1 North West Metro, Wyndham,"5,945","2,950.2"
2014,June,1 North West Metro, Yarra,"5,894","6,757.0"
2014,June,1 North West Metro,Total,"81,462","4,250.6"
2014,June,2 Eastern, Alpine,163,"1,319.3"
2014,June,2 Eastern, Bass Coast,"1,372","4,298.6"
2014,June,2 Eastern, Baw Baw,"1,302","2,791.4"
2014,June,2 Eastern, Benalla,520,"3,741.5"
2014,June,2 Eastern, Boroondara,"4,227","2,448.2"
2014,June,2 Eastern, East Gippsland,"1,732","3,911.7"
2014,June,2 Eastern, Greater Shepparton,"2,954","4,621.5"
2014,June,2 Eastern, Indigo,190,"1,207.7"
2014,June,2 Eastern, Knox,"4,368","2,774.5"
2014,June,2 Eastern, Latrobe,"4,537","6,120.0"
2014,June,2 Eastern, Manningham,"2,024","1,694.6"
2014,June,2 Eastern, Mansfield,197,"2,346.6"
2014,June,2 Eastern, Maroondah,"3,172","2,846.9"
2014,June,2 Eastern, Mitchell,"1,246","3,188.0"
2014,June,2 Eastern, Moira,640,"2,199.3"
2014,June,2 Eastern, Monash,"4,577","2,458.8"
2014,June,2 Eastern, Murrindindi,314,"2,294.1"
2014,June,2 Eastern, South Gippsland,544,"1,907.4"
2014,June,2 Eastern, Strathbogie,232,"2,315.8"
2014,June,2 Eastern, Towong,143,"2,390.5"
2014,June,2 Eastern, Wangaratta,809,"2,903.6"
2014,June,2 Eastern, Wellington,"1,754","4,084.0"
2014,June,2 Eastern, Whitehorse,"3,920","2,385.6"
2014,June,2 Eastern, Wodonga,"1,459","3,802.5"
2014,June,2 Eastern, Yarra Ranges,"3,168","2,084.6"
2014,June,2 Eastern,Total,"45,564","2,829.7"
2014,June,3 Southern Metro, Bayside,"2,292","2,296.7"
2014,June,3 Southern Metro, Cardinia,"2,541","2,885.2"
2014,June,3 Southern Metro, Casey,"8,009","2,781.5"
2014,June,3 Southern Metro, Frankston,"5,529","4,060.0"
2014,June,3 Southern Metro, Glen Eira,"3,123","2,173.4"
2014,June,3 Southern Metro, Greater Dandenong,"6,390","4,200.2"
2014,June,3 Southern Metro, Kingston,"4,210","2,730.0"
2014,June,3 Southern Metro, Mornington Peninsula,"4,951","3,163.6"
2014,June,3 Southern Metro, Port Phillip,"5,642","5,401.6"
2014,June,3 Southern Metro, Stonnington,"4,292","4,053.1"
2014,June,3 Southern Metro,Total,"46,979","3,287.8"
2014,June,4 Western, Ararat,418,"3,615.9"
2014,June,4 Western, Ballarat,"4,715","4,719.1"
2014,June,4 Western, Buloke,94,"1,483.8"
2014,June,4 Western, Campaspe,"1,263","3,382.6"
2014,June,4 Western, Central Goldfields,444,"3,446.1"
2014,June,4 Western, Colac-Otway,780,"3,691.3"
2014,June,4 Western, Corangamite,306,"1,872.7"
2014,June,4 Western, Gannawarra,247,"2,344.8"
2014,June,4 Western, Glenelg,749,"3,791.4"
2014,June,4 Western, Golden Plains,279,"1,335.0"
2014,June,4 Western, Greater Bendigo,"3,328","3,082.8"
2014,June,4 Western, Greater Geelong,"8,335","3,659.8"
2014,June,4 Western, Hepburn,341,"2,245.8"
2014,June,4 Western, Hindmarsh,84,"1,437.4"
2014,June,4 Western, Horsham,798,"4,040.9"
2014,June,4 Western, Loddon,166,"2,209.5"
2014,June,4 Western, Macedon Ranges,849,"1,867.1"
2014,June,4 Western, Mildura,"2,750","5,117.5"
2014,June,4 Western, Moorabool,883,"2,842.3"
2014,June,4 Western, Mount Alexander,366,"1,978.3"
2014,June,4 Western, Moyne,326,"1,974.3"
2014,June,4 Western, Northern Grampians,376,"3,192.7"
2014,June,4 Western, Pyrenees,242,"3,434.1"
2014,June,4 Western, Queenscliffe,55,"1,851.9"
2014,June,4 Western, Southern Grampians,421,"2,590.0"
2014,June,4 Western, Surf Coast,701,"2,427.8"
2014,June,4 Western, Swan Hill,800,"3,820.4"
2014,June,4 Western, Warrnambool,"1,095","3,246.5"
2014,June,4 Western, West Wimmera,50,"1,238.2"
2014,June,4 Western, Yarriambiack,118,"1,704.2"
2014,June,4 Western,Total,"31,379","3,343.5"
2014,June,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,734,
2014,June,Justice Institutions and Immigration Facilities,Total,734,
2014,June,Unincorporated Vic, Unincorporated Vic,42,
2014,June,Unincorporated Vic,Total,42,
2013,June,1 North West Metro, Banyule,"3,388","2,725.4"
2013,June,1 North West Metro, Brimbank,"9,296","4,738.8"
2013,June,1 North West Metro, Darebin,"5,933","4,028.6"
2013,June,1 North West Metro, Hobsons Bay,"3,735","4,187.8"
2013,June,1 North West Metro, Hume,"7,241","3,916.7"
2013,June,1 North West Metro, Maribyrnong,"4,271","5,353.3"
2013,June,1 North West Metro, Melbourne,"11,618","9,786.8"
2013,June,1 North West Metro, Melton,"4,352","3,511.5"
2013,June,1 North West Metro, Moonee Valley,"4,147","3,591.6"
2013,June,1 North West Metro, Moreland,"6,533","4,075.9"
2013,June,1 North West Metro, Nillumbik,915,"1,448.4"
2013,June,1 North West Metro, Whittlesea,"5,808","3,239.8"
2013,June,1 North West Metro, Wyndham,"6,253","3,287.4"
2013,June,1 North West Metro, Yarra,"5,448","6,488.6"
2013,June,1 North West Metro,Total,"78,938","4,251.7"
2013,June,2 Eastern, Alpine,156,"1,270.0"
2013,June,2 Eastern, Bass Coast,"1,150","3,670.5"
2013,June,2 Eastern, Baw Baw,"1,246","2,730.8"
2013,June,2 Eastern, Benalla,499,"3,595.6"
2013,June,2 Eastern, Boroondara,"3,883","2,277.6"
2013,June,2 Eastern, East Gippsland,"1,954","4,460.3"
2013,June,2 Eastern, Greater Shepparton,"2,616","4,136.4"
2013,June,2 Eastern, Indigo,197,"1,262.4"
2013,June,2 Eastern, Knox,"3,915","2,504.0"
2013,June,2 Eastern, Latrobe,"4,442","5,992.7"
2013,June,2 Eastern, Manningham,"1,692","1,429.6"
2013,June,2 Eastern, Mansfield,164,"1,981.6"
2013,June,2 Eastern, Maroondah,"2,701","2,460.4"
2013,June,2 Eastern, Mitchell,"1,147","3,035.4"
2013,June,2 Eastern, Moira,656,"2,269.5"
2013,June,2 Eastern, Monash,"4,440","2,422.9"
2013,June,2 Eastern, Murrindindi,299,"2,204.5"
2013,June,2 Eastern, South Gippsland,570,"2,016.1"
2013,June,2 Eastern, Strathbogie,227,"2,300.6"
2013,June,2 Eastern, Towong,111,"1,862.1"
2013,June,2 Eastern, Wangaratta,796,"2,878.8"
2013,June,2 Eastern, Wellington,"1,902","4,452.1"
2013,June,2 Eastern, Whitehorse,"3,696","2,280.3"
2013,June,2 Eastern, Wodonga,"1,393","3,707.3"
2013,June,2 Eastern, Yarra Ranges,"3,072","2,035.8"
2013,June,2 Eastern,Total,"42,924","2,696.8"
2013,June,3 Southern Metro, Bayside,"2,451","2,494.6"
2013,June,3 Southern Metro, Cardinia,"2,523","2,982.6"
2013,June,3 Southern Metro, Casey,"7,606","2,735.7"
2013,June,3 Southern Metro, Frankston,"5,679","4,227.0"
2013,June,3 Southern Metro, Glen Eira,"3,271","2,315.6"
2013,June,3 Southern Metro, Greater Dandenong,"6,390","4,303.0"
2013,June,3 Southern Metro, Kingston,"3,978","2,611.3"
2013,June,3 Southern Metro, Mornington Peninsula,"4,653","3,021.4"
2013,June,3 Southern Metro, Port Phillip,"5,812","5,689.3"
2013,June,3 Southern Metro, Stonnington,"4,357","4,210.2"
2013,June,3 Southern Metro,Total,"46,720","3,344.4"
2013,June,4 Western, Ararat,530,"4,612.7"
2013,June,4 Western, Ballarat,"5,149","5,235.7"
2013,June,4 Western, Buloke,141,"2,207.3"
2013,June,4 Western, Campaspe,"1,332","3,579.4"
2013,June,4 Western, Central Goldfields,525,"4,096.8"
2013,June,4 Western, Colac-Otway,673,"3,199.4"
2013,June,4 Western, Corangamite,299,"1,822.1"
2013,June,4 Western, Gannawarra,227,"2,156.6"
2013,June,4 Western, Glenelg,659,"3,328.8"
2013,June,4 Western, Golden Plains,282,"1,384.9"
2013,June,4 Western, Greater Bendigo,"3,213","3,032.4"
2013,June,4 Western, Greater Geelong,"8,185","3,664.5"
2013,June,4 Western, Hepburn,375,"2,496.3"
2013,June,4 Western, Hindmarsh,128,"2,187.3"
2013,June,4 Western, Horsham,783,"3,975.8"
2013,June,4 Western, Loddon,200,"2,660.3"
2013,June,4 Western, Macedon Ranges,818,"1,834.3"
2013,June,4 Western, Mildura,"2,700","5,079.4"
2013,June,4 Western, Moorabool,955,"3,140.4"
2013,June,4 Western, Mount Alexander,363,"1,989.4"
2013,June,4 Western, Moyne,346,"2,105.8"
2013,June,4 Western, Northern Grampians,451,"3,796.3"
2013,June,4 Western, Pyrenees,204,"2,940.3"
2013,June,4 Western, Queenscliffe,53,"1,765.5"
2013,June,4 Western, Southern Grampians,427,"2,610.8"
2013,June,4 Western, Surf Coast,667,"2,362.9"
2013,June,4 Western, Swan Hill,787,"3,747.1"
2013,June,4 Western, Warrnambool,"1,084","3,243.3"
2013,June,4 Western, West Wimmera,77,"1,867.1"
2013,June,4 Western, Yarriambiack,151,"2,147.3"
2013,June,4 Western,Total,"31,784","3,430.2"
2013,June,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,843,
2013,June,Justice Institutions and Immigration Facilities,Total,843,
2013,June,Unincorporated Vic, Unincorporated Vic,55,
2013,June,Unincorporated Vic,Total,55,
2012,June,1 North West Metro, Banyule,"3,720","3,010.1"
2012,June,1 North West Metro, Brimbank,"9,630","4,969.7"
2012,June,1 North West Metro, Darebin,"6,737","4,646.7"
2012,June,1 North West Metro, Hobsons Bay,"3,414","3,864.7"
2012,June,1 North West Metro, Hume,"7,290","4,068.0"
2012,June,1 North West Metro, Maribyrnong,"4,470","5,791.7"
2012,June,1 North West Metro, Melbourne,"11,357","10,557.0"
2012,June,1 North West Metro, Melton,"4,794","4,051.4"
2012,June,1 North West Metro, Moonee Valley,"4,194","3,689.5"
2012,June,1 North West Metro, Moreland,"6,765","4,309.8"
2012,June,1 North West Metro, Nillumbik,950,"1,509.5"
2012,June,1 North West Metro, Whittlesea,"5,903","3,472.5"
2012,June,1 North West Metro, Wyndham,"6,495","3,625.8"
2012,June,1 North West Metro, Yarra,"5,837","7,182.4"
2012,June,1 North West Metro,Total,"81,556","4,538.6"
2012,June,2 Eastern, Alpine,149,"1,223.0"
2012,June,2 Eastern, Bass Coast,"1,141","3,703.2"
2012,June,2 Eastern, Baw Baw,"1,262","2,835.6"
2012,June,2 Eastern, Benalla,483,"3,487.6"
2012,June,2 Eastern, Boroondara,"4,147","2,461.4"
2012,June,2 Eastern, East Gippsland,"1,525","3,519.6"
2012,June,2 Eastern, Greater Shepparton,"2,788","4,456.4"
2012,June,2 Eastern, Indigo,216,"1,397.7"
2012,June,2 Eastern, Knox,"3,779","2,431.7"
2012,June,2 Eastern, Latrobe,"4,531","6,122.6"
2012,June,2 Eastern, Manningham,"1,779","1,514.8"
2012,June,2 Eastern, Mansfield,154,"1,901.9"
2012,June,2 Eastern, Maroondah,"2,686","2,477.1"
2012,June,2 Eastern, Mitchell,"1,009","2,773.2"
2012,June,2 Eastern, Moira,722,"2,517.9"
2012,June,2 Eastern, Monash,"4,400","2,440.2"
2012,June,2 Eastern, Murrindindi,284,"2,110.6"
2012,June,2 Eastern, South Gippsland,532,"1,905.0"
2012,June,2 Eastern, Strathbogie,196,"2,011.5"
2012,June,2 Eastern, Towong,115,"1,936.0"
2012,June,2 Eastern, Wangaratta,758,"2,762.6"
2012,June,2 Eastern, Wellington,"1,595","3,757.8"
2012,June,2 Eastern, Whitehorse,"3,661","2,293.0"
2012,June,2 Eastern, Wodonga,"1,533","4,170.5"
2012,June,2 Eastern, Yarra Ranges,"3,087","2,059.9"
2012,June,2 Eastern,Total,"42,532","2,703.6"
2012,June,3 Southern Metro, Bayside,"2,566","2,646.2"
2012,June,3 Southern Metro, Cardinia,"2,322","2,887.3"
2012,June,3 Southern Metro, Casey,"7,498","2,784.9"
2012,June,3 Southern Metro, Frankston,"5,346","4,044.1"
2012,June,3 Southern Metro, Glen Eira,"3,402","2,445.4"
2012,June,3 Southern Metro, Greater Dandenong,"6,057","4,173.9"
2012,June,3 Southern Metro, Kingston,"4,149","2,758.0"
2012,June,3 Southern Metro, Mornington Peninsula,"4,730","3,118.0"
2012,June,3 Southern Metro, Port Phillip,"5,549","5,554.9"
2012,June,3 Southern Metro, Stonnington,"4,496","4,433.5"
2012,June,3 Southern Metro,Total,"46,115","3,374.7"
2012,June,4 Western, Ararat,558,"4,894.7"
2012,June,4 Western, Ballarat,"5,381","5,563.0"
2012,June,4 Western, Buloke,101,"1,569.8"
2012,June,4 Western, Campaspe,"1,225","3,307.1"
2012,June,4 Western, Central Goldfields,411,"3,232.7"
2012,June,4 Western, Colac-Otway,717,"3,430.3"
2012,June,4 Western, Corangamite,406,"2,465.1"
2012,June,4 Western, Gannawarra,196,"1,867.0"
2012,June,4 Western, Glenelg,650,"3,278.7"
2012,June,4 Western, Golden Plains,247,"1,259.9"
2012,June,4 Western, Greater Bendigo,"3,260","3,137.5"
2012,June,4 Western, Greater Geelong,"8,145","3,716.6"
2012,June,4 Western, Hepburn,360,"2,428.3"
2012,June,4 Western, Hindmarsh,107,"1,826.9"
2012,June,4 Western, Horsham,808,"4,120.8"
2012,June,4 Western, Loddon,191,"2,536.9"
2012,June,4 Western, Macedon Ranges,736,"1,680.6"
2012,June,4 Western, Mildura,"2,669","5,086.2"
2012,June,4 Western, Moorabool,808,"2,751.8"
2012,June,4 Western, Mount Alexander,383,"2,121.5"
2012,June,4 Western, Moyne,334,"2,048.6"
2012,June,4 Western, Northern Grampians,436,"3,642.4"
2012,June,4 Western, Pyrenees,165,"2,405.2"
2012,June,4 Western, Queenscliffe,70,"2,289.8"
2012,June,4 Western, Southern Grampians,450,"2,733.7"
2012,June,4 Western, Surf Coast,801,"2,909.6"
2012,June,4 Western, Swan Hill,799,"3,810.0"
2012,June,4 Western, Warrnambool,"1,075","3,251.8"
2012,June,4 Western, West Wimmera,68,"1,613.7"
2012,June,4 Western, Yarriambiack,180,"2,537.0"
2012,June,4 Western,Total,"31,737","3,473.5"
2012,June,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,656,
2012,June,Justice Institutions and Immigration Facilities,Total,656,
2012,June,Unincorporated Vic, Unincorporated Vic,57,
2012,June,Unincorporated Vic,Total,57,
2011,June,1 North West Metro, Banyule,"3,484","2,832.9"
2011,June,1 North West Metro, Brimbank,"9,382","4,899.3"
2011,June,1 North West Metro, Darebin,"5,942","4,156.9"
2011,June,1 North West Metro, Hobsons Bay,"3,091","3,536.8"
2011,June,1 North West Metro, Hume,"7,091","4,068.5"
2011,June,1 North West Metro, Maribyrnong,"4,557","6,063.5"
2011,June,1 North West Metro, Melbourne,"12,281","12,251.6"
2011,June,1 North West Metro, Melton,"3,851","3,418.8"
2011,June,1 North West Metro, Moonee Valley,"3,788","3,376.7"
2011,June,1 North West Metro, Moreland,"6,347","4,114.8"
2011,June,1 North West Metro, Nillumbik,981,"1,564.2"
2011,June,1 North West Metro, Whittlesea,"4,964","3,087.1"
2011,June,1 North West Metro, Wyndham,"5,766","3,458.9"
2011,June,1 North West Metro, Yarra,"5,486","6,952.8"
2011,June,1 North West Metro,Total,"77,011","4,419.1"
2011,June,2 Eastern, Alpine,126,"1,044.1"
2011,June,2 Eastern, Bass Coast,"1,034","3,420.1"
2011,June,2 Eastern, Baw Baw,981,"2,260.9"
2011,June,2 Eastern, Benalla,442,"3,198.7"
2011,June,2 Eastern, Boroondara,"3,739","2,238.1"
2011,June,2 Eastern, East Gippsland,"1,525","3,560.9"
2011,June,2 Eastern, Greater Shepparton,"2,500","4,049.0"
2011,June,2 Eastern, Indigo,186,"1,214.3"
2011,June,2 Eastern, Knox,"3,511","2,270.7"
2011,June,2 Eastern, Latrobe,"3,949","5,351.8"
2011,June,2 Eastern, Manningham,"1,664","1,425.3"
2011,June,2 Eastern, Mansfield,163,"2,052.4"
2011,June,2 Eastern, Maroondah,"2,573","2,397.4"
2011,June,2 Eastern, Mitchell,"1,117","3,181.9"
2011,June,2 Eastern, Moira,625,"2,200.2"
2011,June,2 Eastern, Monash,"4,531","2,554.9"
2011,June,2 Eastern, Murrindindi,254,"1,904.8"
2011,June,2 Eastern, South Gippsland,484,"1,759.2"
2011,June,2 Eastern, Strathbogie,183,"1,906.6"
2011,June,2 Eastern, Towong,86,"1,453.2"
2011,June,2 Eastern, Wangaratta,763,"2,803.9"
2011,June,2 Eastern, Wellington,"1,418","3,370.7"
2011,June,2 Eastern, Whitehorse,"3,363","2,134.7"
2011,June,2 Eastern, Wodonga,"1,244","3,453.2"
2011,June,2 Eastern, Yarra Ranges,"3,061","2,055.7"
2011,June,2 Eastern,Total,"39,522","2,540.2"
2011,June,3 Southern Metro, Bayside,"2,045","2,127.6"
2011,June,3 Southern Metro, Cardinia,"2,068","2,727.1"
2011,June,3 Southern Metro, Casey,"7,493","2,867.8"
2011,June,3 Southern Metro, Frankston,"5,567","4,270.8"
2011,June,3 Southern Metro, Glen Eira,"3,111","2,268.3"
2011,June,3 Southern Metro, Greater Dandenong,"6,021","4,235.2"
2011,June,3 Southern Metro, Kingston,"3,973","2,679.0"
2011,June,3 Southern Metro, Mornington Peninsula,"4,492","3,009.3"
2011,June,3 Southern Metro, Port Phillip,"5,472","5,625.2"
2011,June,3 Southern Metro, Stonnington,"4,435","4,486.5"
2011,June,3 Southern Metro,Total,"44,677","3,342.6"
2011,June,4 Western, Ararat,408,"3,602.3"
2011,June,4 Western, Ballarat,"5,144","5,404.2"
2011,June,4 Western, Buloke,196,"3,031.7"
2011,June,4 Western, Campaspe,"1,083","2,938.5"
2011,June,4 Western, Central Goldfields,465,"3,696.6"
2011,June,4 Western, Colac-Otway,592,"2,846.3"
2011,June,4 Western, Corangamite,338,"2,045.3"
2011,June,4 Western, Gannawarra,273,"2,611.7"
2011,June,4 Western, Glenelg,766,"3,859.3"
2011,June,4 Western, Golden Plains,233,"1,229.0"
2011,June,4 Western, Greater Bendigo,"2,752","2,698.2"
2011,June,4 Western, Greater Geelong,"7,950","3,683.3"
2011,June,4 Western, Hepburn,325,"2,221.6"
2011,June,4 Western, Hindmarsh,81,"1,383.2"
2011,June,4 Western, Horsham,762,"3,903.1"
2011,June,4 Western, Loddon,214,"2,835.9"
2011,June,4 Western, Macedon Ranges,773,"1,802.6"
2011,June,4 Western, Mildura,"2,774","5,352.9"
2011,June,4 Western, Moorabool,676,"2,357.9"
2011,June,4 Western, Mount Alexander,348,"1,947.2"
2011,June,4 Western, Moyne,298,"1,843.3"
2011,June,4 Western, Northern Grampians,472,"3,915.7"
2011,June,4 Western, Pyrenees,163,"2,411.6"
2011,June,4 Western, Queenscliffe,66,"2,156.2"
2011,June,4 Western, Southern Grampians,417,"2,516.4"
2011,June,4 Western, Surf Coast,590,"2,212.6"
2011,June,4 Western, Swan Hill,707,"3,388.4"
2011,June,4 Western, Warrnambool,"1,074","3,287.7"
2011,June,4 Western, West Wimmera,45,"1,049.7"
2011,June,4 Western, Yarriambiack,158,"2,199.6"
2011,June,4 Western,Total,"30,143","3,342.1"
2011,June,Justice Institutions and Immigration Facilities, Justice Institutions and Immigration Facilities,617,
2011,June,Justice Institutions and Immigration Facilities,Total,617,
2011,June,Unincorporated Vic, Unincorporated Vic,116,
2011,June,Unincorporated Vic,Total,116,
